rcp_id,clar_eff
75,84.58085895065675
76,93.0252906133196
78,94.58747950575726
87,89.34770722267295
89,97.8219363449311
92,90.55965906273383
93,83.5737468017332
94,94.15381534655496
101,92.79368213228041
102,86.34486575333575
104,94.49093335593221
107,90.59737377536436
111,95.11111111111107
114,99.09909909909909
120,82.1954126795373
122,87.24010455802039
125,89.9999985328087
126,90.5797101449275
127,87.8472195731269
128,94.73528835290485
132,84.9609375
137,90.0255741467358
138,97.56097560975607
139,90.06849053787859
140,93.1034482758621
141,79.80120908453445
142,81.3953488372093
143,89.1891879004401
144,85.8895705521472
145,94.1558441558442
147,98.30960854092524
148,90.45504047177748
150,90.9090909090909
153,92.0
154,91.3418828971576
155,81.3953488372093
156,89.63894667005083
157,90.32258064516131
158,94.1960777955897
159,89.74358974358982
160,82.7699523800416
161,91.89189446939
163,92.25178012088374
164,94.45745920055141
165,87.08806232461498
166,84.0336134453782
168,82.35294366973679
169,95.9459446571969
170,91.7293218741739
171,92.71523178807949
172,93.75
173,88.69047391982298
174,88.21724389287091
175,90.41095759770641
177,89.91228070175437
178,78.85267521968633
179,93.56725146198828
182,84.375
184,88.4353741496599
185,86.26140042097155
186,91.9540229885058
187,87.15325766469498
189,89.9408272737582
190,88.8888877734803
193,76.2820488367325
194,94.6327683615819
195,91.15659535682775
196,95.73170615405571
197,86.03746969273637
198,92.40530199474755
199,93.20987889796127
200,93.9939917028845
201,90.0621118012422
202,80.98150939101035
203,92.23457733904101
204,90.4761904761905
205,92.4528301886792
206,94.2760942760943
208,92.8571428571429
209,89.3617048331186
214,84.29094348497385
215,91.35860924998379
217,98.3892983892984
218,94.04388714733541
219,91.64683214326192
220,86.6141732283465
221,94.04388714733541
222,97.87139920772489
223,89.3333307902018
224,82.1138242395913
225,92.948717948718
226,94.05308829974507
227,90.7308107863236
228,90.5325455073069
229,89.4568690095847
231,89.92805755395679
232,82.70676691729321
233,83.15477520072413
234,89.7590338465679
235,91.715976331361
236,82.0617691783336
237,74.9533811093488
238,92.485549132948
239,92.42901967526993
240,83.58711606495642
241,93.61049577384544
242,92.31440054455072
243,90.75427114536588
244,99.4117624619428
245,88.6075949367089
247,82.68547855828068
248,88.6792476821995
249,85.71428701180182
250,94.7534642452684
251,93.4523798170544
252,95.679012345679
253,93.9393939393939
254,97.0588235294118
255,89.15966351246256
256,87.39002932551321
257,95.2405186270894
258,86.1356954658981
259,89.52362717122519
261,89.0909108248624
262,83.8709677419355
263,76.33060293216224
264,83.0510816726385
266,93.37349397590359
267,91.51515382708929
268,92.9878048780488
269,95.26627444656641
270,90.0621118012422
271,91.08359058328949
273,91.02563980298159
275,89.9109769645713
276,89.171974522293
277,89.8734165143363
279,90.1234591448749
280,83.8815789473684
281,84.2767271605678
282,88.69912705548185
283,90.80905493816128
284,92.3566878980892
285,91.0543130990415
286,94.3749984105428
287,65.4761904761905
288,89.40397350993379
290,84.375
291,51.8292682926829
292,95.44870195591281
293,91.46757418792
294,89.43045676165266
295,92.7687916270219
296,91.97802358700065
297,63.749998807907104
298,87.4999988646734
301,80.1282051282051
303,85.8253349921411
304,84.51613149335309
305,93.75
306,93.5110463499824
307,92.02380145891587
308,91.1764705882353
309,89.76408880387845
310,89.1089108910891
311,86.9075640816466
312,90.625
314,73.12499880790709
315,76.33333206176759
316,89.99999761581421
317,87.28565428981554
318,93.440594059406
319,91.19496855345908
320,94.94278803446205
322,96.551724137931
323,95.36423588430651
324,87.5
325,79.06976490717791
326,76.21600695687187
327,91.1764705882353
328,96.40471781791719
330,82.4242447361802
331,88.8888877734803
332,87.254898220885
334,93.09309309309307
335,94.44444444444441
337,96.77419354838707
338,84.57173933805161
339,95.25531265645118
340,90.78947493904509
341,76.469653727495
342,82.00273712952225
343,78.23129251700679
344,92.85714409568092
347,89.4444465637207
348,87.67126261076515
349,92.8104562697068
350,93.4390024125767
351,81.43712803275291
352,85.39755118367141
353,87.6923047579252
354,87.18749880790709
355,90.54616306464172
356,89.1396435700834
358,96.4987190435525
359,84.375
360,97.55117530558275
361,81.1188837865016
362,92.3611124356588
363,93.4911253889637
364,93.2038871987352
365,91.2162162162162
366,89.5431441098905
367,79.1666678019932
368,82.5503368505696
369,84.375
370,87.6559574690325
371,92.7586193742423
372,88.73551838803846
373,83.8709677419355
375,91.07142970675508
376,67.6592250221322
377,92.948717948718
378,77.17105202844874
379,88.2352941176471
381,77.96377328930384
382,91.9463074447325
383,88.1481453224465
384,83.416022103791
385,83.5242317636633
386,89.7590338465679
387,80.9917355371901
388,81.3953488372093
389,95.37572254335258
390,94.4000015258789
391,75.6593392445491
392,84.81012416791309
393,87.3417733590814
394,88.8111874773786
395,91.14818675912056
396,84.80129596191883
397,88.68770191502335
398,92.02453987730058
399,82.6797385620915
400,80.8219191146223
401,87.82051159785341
403,74.36196199233335
404,94.47852526705692
405,94.3396226415094
406,90.41095759770641
407,87.07643814026791
408,92.46575342465748
409,89.634145178446
410,94.1132358455193
411,91.65623803557577
412,91.25000238418579
413,86.53846153846148
414,92.73565141881191
415,94.5390973772321
417,87.4598095271365
418,86.25000119209291
419,84.2424219304865
420,92.5925925925926
421,87.4285725184849
422,90.47618934086391
423,94.93670886075951
424,91.77215189873421
425,94.27710613572451
428,82.0000012715658
429,86.9565217391304
